STT,Tên chức năng,Tác nhân,Transaction,Mô tả,Phân loại BMT,Độ phức tạp,Đã update 3 phụ lục
,,,"Cán bộ nghiệp vụ TW xem tổng hợp báo cáo thực hiện chương trình hỗ trợ pháp lý của từng đơn vị;
Hệ thống kiểm tra điều kiện và hiển thị tổng hợp báo cáo thực hiện chương trình hỗ trợ pháp lý của đơn vị.",(Update trans này),,,xxx
,,,"Cán bộ nghiệp vụ TW xác nhận dữ liệu tổng hợp báo cáo thực hiện chương trình hỗ trợ pháp lý;
Hệ thống ghi nhận các dữ liệu báo cáo thực hiện chương trình hỗ trợ pháp lý đã nhập.",(Update trans này),,,xxx
,,,"Cán bộ nghiệp vụ TW xuất file báo cáo thực hiện chương trình hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và xuất dữ liệu báo cáo thực hiện chương trình hỗ trợ pháp lý ra định dạng file excel về máy tính người dùng thao tác.",(Update trans này),,,xxx
XII,API kết nối chia sẻ dữ liệu,,,,,,
171,"API chia sẻ thông tin hỏi đáp, vướng mắc pháp lý",Hệ thống khác,,Cung cấp API để các hệ thống bên ngoài truy vấn/nhận thông tin hỏi đáp đã công khai.,M,Trung bình,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin hỏi đáp, vướng mắc pháp lý kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về thông tin hỏi đáp, vướng mắc pháp lý.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin hỏi đáp, vướng mắc pháp lý kèm tham số phân trang đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện phân trang dữ liệu, ghi log truy vấn và trả về thông tin hỏi đáp, vướng mắc pháp lý.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin hỏi đáp, vướng mắc pháp lý kèm tham số sắp xếp đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện sắp xếp dữ liệu, ghi log truy vấn và trả về thông tin hỏi đáp, vướng mắc pháp lý.",,,,
,,,"Hệ thống khác gửi yêu cầu xác thực API chia sẻ thông tin hỏi đáp, vướng mắc pháp lý với thông tin xác thực hoặc tham số truy vấn không hợp lệ đến hệ thống;
Hệ thống kiểm tra yêu cầu và phản hồi thông báo lỗi API cho hệ thống khác.",,,,
172,"API tìm kiếm thông tin hỏi đáp, vướng mắc pháp lý",Hệ thống khác,,Cung cấp API để các hệ thống bên ngoài tìm kiếm trong kho dữ liệu hỏi đáp.,M,Đơn giản,2 Trans
,,,"Hệ thống khác thực hiện gọi API tìm kiếm thông tin hỏi đáp, vướng mắc pháp lý kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về kết quả tìm kiếm thông tin hỏi đáp, vướng mắc pháp lý.",,,,
,,,"Hệ thống khác gửi đến thông báo đã nhận API tìm kiếm thông tin hỏi đáp, vướng mắc pháp lý;
Hệ thống kiểm tra điều kiện và lưu log chia sẻ dữ liệu.",,,,
173,"API chia sẻ thông tin đào tạo, bồi dưỡng cán bộ",Hệ thống khác,,Cung cấp API để chia sẻ thông tin về các khóa đào tạo/bồi dưỡng.,M,Trung bình,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin đào tạo, bồi dưỡng cán bộ kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về thông tin đào tạo, bồi dưỡng cán bộ.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin đào tạo, bồi dưỡng cán bộ kèm tham số phân trang đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện phân trang dữ liệu, ghi log truy vấn và trả về thông tin đào tạo, bồi dưỡng cán bộ.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin đào tạo, bồi dưỡng cán bộ kèm tham số sắp xếp đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện sắp xếp dữ liệu, ghi log truy vấn và trả về thông tin đào tạo, bồi dưỡng cán bộ.",,,,
,,,"Hệ thống khác gửi yêu cầu xác thực API chia sẻ thông tin đào tạo, bồi dưỡng cán bộ với thông tin xác thực hoặc tham số truy vấn không hợp lệ đến hệ thống;
Hệ thống kiểm tra yêu cầu và phản hồi thông báo lỗi API cho hệ thống khác.",,,,
174,"API tìm kiếm thông tin đào tạo, bồi dưỡng cán bộ",Hệ thống khác,,Cung cấp API để tìm kiếm thông tin về các khóa đào tạo.,M,Đơn giản,
,,,"Hệ thống khác thực hiện gọi API tìm kiếm thông tin đào tạo, bồi dưỡng cán bộ kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về kết quả tìm kiếm thông tin đào tạo, bồi dưỡng cán bộ.",,,,
,,,"Hệ thống khác gửi đến thông báo đã nhận API tìm kiếm thông tin đào tạo, bồi dưỡng cán bộ;
Hệ thống kiểm tra điều kiện và lưu log chia sẻ dữ liệu.",,,,
175,"API chia sẻ thông tin chuyên gia, tư vấn viên pháp lý",Hệ thống khác,,Cung cấp API để chia sẻ thông tin về mạng lưới tư vấn viên (hồ sơ công khai).,M,Trung bình,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin chuyên gia, tư vấn viên pháp lý kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về thông tin chuyên gia, tư vấn viên pháp lý.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin chuyên gia, tư vấn viên pháp lý kèm tham số phân trang đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện phân trang dữ liệu, ghi log truy vấn và trả về thông tin chuyên gia, tư vấn viên pháp lý.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thông tin chuyên gia, tư vấn viên pháp lý kèm tham số sắp xếp đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện sắp xếp dữ liệu, ghi log truy vấn và trả về thông tin chuyên gia, tư vấn viên pháp lý.",,,,
,,,"Hệ thống khác gửi yêu cầu xác thực API chia sẻ thông tin chuyên gia, tư vấn viên pháp lý với thông tin xác thực hoặc tham số truy vấn không hợp lệ đến hệ thống;
Hệ thống kiểm tra yêu cầu và phản hồi thông báo lỗi API cho hệ thống khác.",,,,
176,"API tìm kiếm thông tin chuyên gia, tư vấn viên pháp lý",Hệ thống khác,,Cung cấp API để các hệ thống ngoài tìm kiếm chuyên gia theo lĩnh vực/địa bàn.,M,Đơn giản,
,,,"Hệ thống khác thực hiện gọi API tìm kiếm thông tin chuyên gia, tư vấn viên pháp lý kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về kết quả tìm kiếm thông tin chuyên gia, tư vấn viên pháp lý.",,,,
,,,"Hệ thống khác gửi đến thông báo đã nhận API tìm kiếm thông tin chuyên gia, tư vấn viên pháp lý;
Hệ thống kiểm tra điều kiện và lưu log chia sẻ dữ liệu.",,,,
177,API chia sẻ vụ việc hỗ trợ pháp lý cho doanh nghiệp,Hệ thống khác,,Cung cấp API để chia sẻ thông tin vụ việc hỗ trợ pháp lý cho doanh nghiệp (ví dụ: cho các hệ thống giám sát).,M,Trung bình,
,,,"Hệ thống khác thực hiện gọi API chia sẻ vụ việc hỗ trợ pháp lý cho doanh nghiệp kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về vụ việc hỗ trợ pháp lý cho doanh nghiệp.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ vụ việc hỗ trợ pháp lý cho doanh nghiệp kèm tham số phân trang đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện phân trang dữ liệu, ghi log truy vấn và trả về vụ việc hỗ trợ pháp lý cho doanh nghiệp.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ vụ việc hỗ trợ pháp lý cho doanh nghiệp kèm tham số sắp xếp đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện sắp xếp dữ liệu, ghi log truy vấn và trả về vụ việc hỗ trợ pháp lý cho doanh nghiệp.",,,,
,,,"Hệ thống khác gửi yêu cầu xác thực API chia sẻ vụ việc hỗ trợ pháp lý cho doanh nghiệp với thông tin xác thực hoặc tham số truy vấn không hợp lệ đến hệ thống;
Hệ thống kiểm tra yêu cầu và phản hồi thông báo lỗi API cho hệ thống khác.",,,,
178,API tìm kiếm vụ việc hỗ trợ pháp lý cho doanh nghiệp,Hệ thống khác,,Cung cấp API để tìm kiếm vụ việc hỗ trợ pháp lý cho doanh nghiệp theo các tiêu chí.,M,Đơn giản,
,,,"Hệ thống khác thực hiện gọi API tìm kiếm vụ việc hỗ trợ pháp lý cho doanh nghiệp kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về kết quả tìm kiếm vụ việc hỗ trợ pháp lý cho doanh nghiệp.",,,,
,,,"Hệ thống khác gửi đến thông báo đã nhận API tìm kiếm vụ việc hỗ trợ pháp lý cho doanh nghiệp;
Hệ thống kiểm tra điều kiện và lưu log chia sẻ dữ liệu.",,,,
179,"API chia sẻ kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý",Hệ thống khác,,"Cung cấp API để chia sẻ kết quả kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý cho doanh nghiệp.",M,Trung bình,
,,,"Hệ thống khác thực hiện gọi API chia sẻ kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý kèm tham số phân trang đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện phân trang dữ liệu, ghi log truy vấn và trả về kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý kèm tham số sắp xếp đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện sắp xếp dữ liệu, ghi log truy vấn và trả về kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý.",,,,
,,,"Hệ thống khác gửi yêu cầu xác thực API chia sẻ kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý với thông tin xác thực hoặc tham số truy vấn không hợp lệ đến hệ thống;
Hệ thống kiểm tra yêu cầu và phản hồi thông báo lỗi API cho hệ thống khác.",,,,
180,"API tìm kiếm kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý",Hệ thống khác,,Cung cấp API để tìm kiếm kết quả đánh giá hỗ trợ pháp lý cho doanh nghiệp.,M,Đơn giản,
,,,"Hệ thống khác thực hiện gọi API tìm kiếm kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về kết quả tìm kiếm kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý.",,,,
,,,"Hệ thống khác gửi đến thông báo đã nhận API tìm kiếm kiểm tra, đánh giá hiệu quả hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và lưu log chia sẻ dữ liệu.",,,,
181,"API chia sẻ thư viện biểu mẫu, hợp đồng",Hệ thống khác,,"Cung cấp API để chia sẻ dữ liệu từ kho thư viện biểu mẫu, hợp đồng.",M,Trung bình,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thư viện biểu mẫu, hợp đồng kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về thư viện biểu mẫu, hợp đồng.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thư viện biểu mẫu, hợp đồng kèm tham số phân trang đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện phân trang dữ liệu, ghi log truy vấn và trả về thư viện biểu mẫu, hợp đồng.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ thư viện biểu mẫu, hợp đồng kèm tham số sắp xếp đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện sắp xếp dữ liệu, ghi log truy vấn và trả về thư viện biểu mẫu, hợp đồng.",,,,
,,,"Hệ thống khác gửi yêu cầu xác thực API chia sẻ thư viện biểu mẫu, hợp đồng với thông tin xác thực hoặc tham số truy vấn không hợp lệ đến hệ thống;
Hệ thống kiểm tra yêu cầu và phản hồi thông báo lỗi API cho hệ thống khác.",,,,
182,"API tìm kiếm thư viện biểu mẫu, hợp đồng",Hệ thống khác,,Cung cấp API để tìm kiếm trong kho thư viện.,M,Đơn giản,
,,,"Hệ thống khác thực hiện gọi API tìm kiếm thư viện biểu mẫu, hợp đồng kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về kết quả tìm kiếm thư viện biểu mẫu, hợp đồng.",,,,
,,,"Hệ thống khác gửi đến thông báo đã nhận API tìm kiếm thư viện biểu mẫu, hợp đồng;
Hệ thống kiểm tra điều kiện và lưu log chia sẻ dữ liệu.",,,,
183,API chia sẻ tư vấn chuyên sâu với chuyên gia,Hệ thống khác,,Cung cấp API để chia sẻ thông tin liên quan đến các phiên tư vấn chuyên sâu.,M,Trung bình,
,,,"Hệ thống khác thực hiện gọi API chia sẻ tư vấn chuyên sâu với chuyên gia kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về tư vấn chuyên sâu với chuyên gia.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ tư vấn chuyên sâu với chuyên gia kèm tham số phân trang đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện phân trang dữ liệu, ghi log truy vấn và trả về tư vấn chuyên sâu với chuyên gia.",,,,
,,,"Hệ thống khác thực hiện gọi API chia sẻ tư vấn chuyên sâu với chuyên gia kèm tham số sắp xếp đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện sắp xếp dữ liệu, ghi log truy vấn và trả về tư vấn chuyên sâu với chuyên gia.",,,,
,,,"Hệ thống khác gửi yêu cầu xác thực API chia sẻ tư vấn chuyên sâu với chuyên gia với thông tin xác thực hoặc tham số truy vấn không hợp lệ đến hệ thống;
Hệ thống kiểm tra yêu cầu và phản hồi thông báo lỗi API cho hệ thống khác.",,,,
184,API tìm kiếm tư vấn chuyên sâu với chuyên gia,Hệ thống khác,,Cung cấp API để tìm kiếm thông tin tư vấn chuyên sâu.,M,Đơn giản,
,,,"Hệ thống khác thực hiện gọi API tìm kiếm tư vấn chuyên sâu với chuyên gia kèm thông tin xác thực đến hệ thống;
Hệ thống tiếp nhận yêu cầu, thực hiện xác thực, truy vấn dữ liệu, ghi log truy vấn và trả về kết quả tìm kiếm tư vấn chuyên sâu với chuyên gia.",,,,
