STT,Tên chức năng,Tác nhân,Transaction,Mô tả,Phân loại BMT,Độ phức tạp,Đã update 3 phụ lục
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa chương trình đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa chương trình đào tạo, tập huấn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xóa chương trình đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa chương trình đào tạo, tập huấn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xuất danh sách chương trình đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và thực hiện xuất dưới dạng excel chương trình đào tạo, tập huấn.",,,,
21,"Tìm kiếm chương trình đào tạo, tập huấn","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ",,"Cung cấp công cụ tìm kiếm khóa học theo tên, thời gian, lĩnh vực.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ nhập từ khóa tìm kiếm thông tin chương trình đào tạo, tập huấn;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ lọc theo thời gian để tìm kiếm thông tin chương trình đào tạo, tập huấn;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ lọc theo lĩnh vực để tìm kiếm thông tin chương trình đào tạo, tập huấn;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ kết hợp nhiều điều kiện tìm kiếm chương trình đào tạo, tập huấn;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
22,"Quản lý đăng ký đào tạo, tập huấn","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,Quản lý danh sách người đăng ký tham gia các khóa đào tạo và trạng thái phê duyệt đăng ký.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem danh sách người đăng ký đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị danh sách người đăng ký đào tạo, tập huấn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem chi tiết thông tin người đăng ký đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết người đăng ký đào tạo, tập huấn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP phê duyệt người đăng ký đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và cập nhật trạng thái phê duyệt người đăng ký đào tạo, tập huấn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP từ chối phê duyệt người đăng ký đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị popup nhập lý do từ chối phê duyệt người đăng ký đào tạo, tập huấn.",,,,
23,Đăng ký tham gia học tập,Doanh nghiệp/Người hỗ trợ,,Đăng ký tham gia các khóa học.,B,Trung bình,
,,,"Doanh nghiệp/Người hỗ trợ xem danh sách các khóa học đang mở đăng ký;
Hệ thống kiểm tra điều kiện và hiển thị danh sách khóa học kèm thông tin cơ bản về khóa học.",,,,
,,,"Doanh nghiệp/Người hỗ trợ chọn một khóa học để xem chi tiết trước khi đăng ký;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết của khóa học đã chọn.",,,,
,,,"Doanh nghiệp/Người hỗ trợ nhập thông tin đăng ký và gửi yêu cầu tham gia khóa học;
Hệ thống ghi nhận thông tin đăng ký và thông báo đăng ký thành công.",,,,
,,,"Doanh nghiệp/Người hỗ trợ hủy đăng ký tham gia khóa học;
Hệ thống ghi nhận hủy đăng ký và thông báo hủy đăng ký thành công.",,,,
24,"Quản lý kiểm tra, đánh giá kết quả học tập","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Quản lý điểm danh, điểm kiểm tra/đánh giá cuối khóa của học viên.",B,Trung bình,Nhập điểm danh kết quả học tập
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem danh sách kết quả điểm danh học viên;
Hệ thống kiểm tra điều kiện và hiển thị danh sách kết quả điểm danh học viên.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem danh sách kết quả điểm kiểm tra của học viên;
Hệ thống kiểm tra điều kiện và hiển thị danh sách kết quả điểm kiểm tra của học viên.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP nhập kết quả điểm danh của học viên;
Hệ thống kiểm tra điều kiện và lưu lại kết quả điểm danh của học viên.",Nhập kết quả điểm danh,,,xxx
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP nhập kết quả học tập của học viên;
Hệ thống kiểm tra điều kiện và lưu lại kết quả học tập của học viên.",Nhập kết quả điểm học tập,,,xxx
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xuất danh sách kết quả điểm danh học viên;
Hệ thống kiểm tra điều kiện và thực hiện xuất dưới dạng excel kết quả điểm danh học viên.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xuất danh sách điểm kết quả học tập của học viên;
Hệ thống kiểm tra điều kiện và thực hiện xuất dưới dạng excel điểm kết quả học tập của học viên.",,,,
25,"Tìm kiếm thông tin kiểm tra, đánh giá kết quả học tập","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Tìm kiếm kết quả học tập theo tên học viên, mã khóa học.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP nhập từ khóa tìm kiếm thông tin kiểm tra, đánh giá kết quả học tập;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo học viên để tìm kiếm thông tin kiểm tra, đánh giá kết quả học tập;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo khóa học để tìm kiếm thông tin kiểm tra, đánh giá kết quả học tập;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP kết hợp nhiều điều kiện tìm kiếm thông tin kiểm tra, đánh giá kết quả học tập;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả tương ứng theo các điều kiện lọc.",,,,
26,"Quản lý kho tài liệu, bài giảng","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Quản lý việc lưu trữ, phân loại và truy cập các tài liệu, bài giảng liên quan đến khóa học.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem danh sách kho tài liệu, bài giảng;
Hệ thống kiểm tra điều kiện và hiển thị danh sách kho tài liệu, bài giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem chi tiết kho tài liệu, bài giảng;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết kho tài liệu, bài giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP thêm mới kho tài liệu, bài giảng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới kho tài liệu, bài giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chỉnh sửa kho tài liệu, bài giảng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa kho tài liệu, bài giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xóa kho tài liệu, bài giảng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa kho tài liệu, bài giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem file kho tài liệu, bài giảng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xem file kho tài liệu, bài giảng.",,,,
27,"Tìm kiếm thông tin kho tài liệu, bài giảng","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Tìm kiếm tài liệu, bài giảng theo từ khóa, tên khóa học.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP nhập từ khóa tìm kiếm thông tin kho tài liệu, bài giảng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo thời gian để tìm kiếm thông tin kho tài liệu, bài giảng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo loại bài giảng để tìm kiếm thông tin kho tài liệu, bài giảng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP kết hợp nhiều điều kiện tìm kiếm thông tin kho tài liệu, bài giảng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
28,Quản lý ngân hàng câu hỏi,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Quản lý việc tạo, chỉnh sửa, phân loại các câu hỏi được sử dụng trong bài kiểm tra/đánh giá.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem danh sách ngân hàng câu hỏi;
Hệ thống kiểm tra điều kiện và hiển thị danh sách ngân hàng câu hỏi.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem chi tiết ngân hàng câu hỏi;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết ngân hàng câu hỏi.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP thêm mới ngân hàng câu hỏi;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới ngân hàng câu hỏi.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chỉnh sửa ngân hàng câu hỏi;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa ngân hàng câu hỏi.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xóa ngân hàng câu hỏi;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa ngân hàng câu hỏi.",,,,
29,Tìm kiếm ngân hàng câu hỏi,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Tìm kiếm câu hỏi kiểm tra theo lĩnh vực, mức độ khó.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP nhập từ khóa tìm kiếm ngân hàng câu hỏi;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo lĩnh vực để tìm kiếm ngân hàng câu hỏi;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo mức độ câu hỏi để tìm kiếm ngân hàng câu hỏi;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP kết hợp nhiều điều kiện tìm kiếm ngân hàng câu hỏi;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
30,"Quản lý giảng viên, trợ giảng","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Quản lý hồ sơ, năng lực chuyên môn và lịch sử tham gia giảng dạy của giảng viên/trợ giảng.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem danh sách giảng viên, trợ giảng;
Hệ thống kiểm tra điều kiện và hiển thị danh sách giảng viên, trợ giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem chi tiết giảng viên, trợ giảng;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết giảng viên, trợ giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP thêm mới giảng viên, trợ giảng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới giảng viên, trợ giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chỉnh sửa giảng viên, trợ giảng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa giảng viên, trợ giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xóa giảng viên, trợ giảng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa giảng viên, trợ giảng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem lịch sử giảng dạy của giảng viên, trợ giảng;
Hệ thống kiểm tra điều kiện và hiển thị lịch sử giảng dạy của giảng viên, trợ giảng.",,,,
31,"Tìm kiếm giảng viên, trợ giảng","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Tìm kiếm giảng viên/trợ giảng theo tên, lĩnh vực chuyên môn.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP nhập từ khóa tìm kiếm giảng viên, trợ giảng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo thời gian để tìm kiếm giảng viên, trợ giảng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo lĩnh vực chuyên môn để tìm kiếm giảng viên, trợ giảng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP kết hợp nhiều điều kiện tìm kiếm giảng viên, trợ giảng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
32,"Quản lý đề xuất đào tạo, tập huấn",Doanh nghiệp/Người hỗ trợ,,Quản lý các đề xuất tổ chức đào tạo/tập huấn từ các đơn vị/cá nhân khác nhau.,B,Trung bình,
,,,"Doanh nghiệp/Người hỗ trợ xem danh sách đề xuất đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị danh sách đề xuất đào tạo, tập huấn.",,,,
,,,"Doanh nghiệp/Người hỗ trợ xem chi tiết đề xuất đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết đề xuất đào tạo, tập huấn.",,,,
,,,"Doanh nghiệp/Người hỗ trợ thêm mới đề xuất đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới đề xuất đào tạo, tập huấn.",,,,
,,,"Doanh nghiệp/Người hỗ trợ chỉnh sửa đề xuất đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa đề xuất đào tạo, tập huấn.",,,,
,,,"Doanh nghiệp/Người hỗ trợ xóa đề xuất đào tạo, tập huấn;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa đề xuất đào tạo, tập huấn.",,,,
33,Quản lý lập kế hoạch đào tạo bồi dưỡng,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Cung cấp công cụ để CB Nghiệp vụ xây dựng kế hoạch chi tiết (ngân sách, thời gian, nguồn lực) cho các khóa đào tạo.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem danh sách lập kế hoạch đào tạo bồi dưỡng;
Hệ thống kiểm tra điều kiện và hiển thị danh sách lập kế hoạch đào tạo bồi dưỡng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xem chi tiết lập kế hoạch đào tạo bồi dưỡng;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết lập kế hoạch đào tạo bồi dưỡng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP thêm mới lập kế hoạch đào tạo bồi dưỡng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới lập kế hoạch đào tạo bồi dưỡng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chỉnh sửa lập kế hoạch đào tạo bồi dưỡng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa lập kế hoạch đào tạo bồi dưỡng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xóa lập kế hoạch đào tạo bồi dưỡng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa lập kế hoạch đào tạo bồi dưỡng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP xuất danh sách lập kế hoạch đào tạo bồi dưỡng;
Hệ thống kiểm tra điều kiện và thực hiện xuất dưới dạng excel lập kế hoạch đào tạo bồi dưỡng.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP trình phê duyệt kế hoạch đào tạo bồi dưỡng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trình phê duyệt kế hoạch đào tạo bồi dưỡng.",Gửi phê duyệt kế hoạch đào tạo bồi dưỡng,,,xxx
